245968	漳州市交通建设投资开发有限公司	招标人:漳州市交通建设投资开发有限公司	招标人/n/N :/x/N 漳州市/ns/Y 交通/n/Y 建设/vn/Y 投资/vn/Y 开发/v/Y 有限公司/n/Y
16933345	包头市农牧业局	2、项目招标人:包头市农牧业局;	2/x/N 、/x/N 项目/n/N 招标人/n/N :/x/N 包头市/ns/Y 农牧业/n/Y 局/n/Y ;/x/N
16933345	包头市农牧业局	2、项目招标人:包头市农牧业局;	2/x/N 、/x/N 项目/n/N 招标人/n/N :/x/N 包头市/ns/Y 农牧业/n/Y 局/n/Y ;/x/N
16933345	包头市农牧业局	2、项目招标人:包头市农牧业局;	2/x/N 、/x/N 项目/n/N 招标人/n/N :/x/N 包头市/ns/Y 农牧业/n/Y 局/n/Y ;/x/N
280548	六盘水大河经济开发区开发建设有限公司	深圳市铁汉生态环境股份有限公司(以下简称“本公司”或“公司”)于2015年1月13日收到招标人六盘水大河经济开发区开发建设有限公司(以下简称“甲方”)、招标代理机构重庆吉沣工程项目管理有限公司及招投标管理部门六盘水大河经济开发区管理委员会住房和城乡建设局发来的《中标通知书》	深圳市/ns/N 铁汉/n/N 生态环境/l/N 股份/n/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N “/x/N 本/r/N 公司/n/N ”/x/N 或/c/N “/x/N 公司/n/N ”/x/N )/x/N 于/p/N 2015/m/N 年/m/N 1/m/N 月/m/N 13/m/N 日/m/N 收到/v/N 招标人/n/N 六盘水/ns/Y 大河/ns/Y 经济/n/Y 开发区/n/Y 开发/v/Y 建设/vn/Y 有限公司/n/Y (/x/N 以下/f/N 简称/v/N “/x/N 甲方/n/N ”/x/N )/x/N 、/x/N 招标/n/N 代理/n/N 机构/n/N 重庆/ns/N 吉沣/nr/N 工程/n/N 项目管理/n/N 有限公司/n/N 及/c/N 招投标/j/N 管理/vn/N 部门/n/N 六盘水/ns/N 大河/ns/N 经济/n/N 开发区/n/N 管理/vn/N 委员会/n/N 住房/n/N 和/c/N 城乡/n/N 建设局/nt/N 发来/v/N 的/uj/N 《/x/N 中标/n/N 通知书/nr/N 》/x/N
280548	六盘水大河经济开发区开发建设有限公司	1、该工程的业主为六盘水大河经济开发区开发建设有限公司,类型:有限责任公司(国有独资);住所:贵州省六盘水市钟山区大河经济开发区(汪家寨);负责人:朱骥;注册资本:壹亿元整;成立日期:2013年7月31日;经营范围:非融资性担保,建设工程项目、土地一级开发、房地产开发、物业管理及城市综合建设开发;建筑材料及装潢材料经营	1/x/N 、/x/N 该/r/N 工程/n/N 的/uj/N 业主/n/N 为/p/N 六盘水/ns/Y 大河/ns/Y 经济/n/Y 开发区/n/Y 开发/v/Y 建设/vn/Y 有限公司/n/Y ,/x/N 类型/n/N :/x/N 有限责任/l/N 公司/n/N (/x/N 国有/b/N 独资/vn/N )/x/N ;/x/N 住所/n/N :/x/N 贵州省/ns/N 六盘水市/ns/N 钟山区/ns/N 大河/ns/N 经济/n/N 开发区/n/N (/x/N 汪家/nrfg/N 寨/ng/N )/x/N ;/x/N 负责人/n/N :/x/N 朱骥/nr/N ;/x/N 注册资本/n/N :/x/N 壹亿元/m/N 整/v/N ;/x/N 成立/v/N 日期/t/N :/x/N 2013/m/N 年/m/N 7/m/N 月/m/N 31/m/N 日/m/N ;/x/N 经营范围/n/N :/x/N 非/h/N 融资/vn/N 性/n/N 担保/v/N ,/x/N 建设/vn/N 工程项目/n/N 、/x/N 土地/n/N 一级/m/N 开发/v/N 、/x/N 房地产/j/N 开发/v/N 、/x/N 物业管理/n/N 及/c/N 城市/ns/N 综合/vn/N 建设/vn/N 开发/v/N ;/x/N 建筑材料/n/N 及/c/N 装潢/n/N 材料/n/N 经营/vn/N
280548	六盘水大河经济开发区开发建设有限公司	截止本公告日,公司与六盘水大河经济开发区开发建设有限公司签署的合同总金额为13.42亿元,占公司2013年度经审计营业收入14.90亿元的90.07%	截止/v/N 本/r/N 公告日/t/N ,/x/N 公司/n/N 与/p/N 六盘水/ns/Y 大河/ns/Y 经济/n/Y 开发区/n/Y 开发/v/Y 建设/vn/Y 有限公司/n/Y 签署/v/N 的/uj/N 合同/a/N 总金额/n/N 为/p/N 13.42/m/N 亿元/m/N ,/x/N 占/v/N 公司/n/N 2013/m/N 年度/n/N 经/n/N 审计/v/N 营业/n/N 收入/v/N 14.90/m/N 亿元/m/N 的/uj/N 90.07/m/N %/x/N
280548	六盘水大河经济开发区开发建设有限公司	2、根据《中标通知书》要求,中标人应于接到《中标通知书》后的30天内,按照招标文件和中标人的投标文件与招标人六盘水大河经济开发区开发建设有限公司签订书面合同,合同条款尚存在一定不确定性,具体内容待与招标人签订合同后,公司将及时履行信息披露义务	2/x/N 、/x/N 根据/p/N 《/x/N 中标/n/N 通知书/nr/N 》/x/N 要求/v/N ,/x/N 中标人/n/N 应/v/N 于/p/N 接到/v/N 《/x/N 中标/n/N 通知书/nr/N 》/x/N 后/f/N 的/uj/N 30/m/N 天内/s/N ,/x/N 按照/p/N 招标/n/N 文件/n/N 和/c/N 中标人/n/N 的/uj/N 投标/n/N 文件/n/N 与/p/N 招标人/n/N 六盘水/ns/Y 大河/ns/Y 经济/n/Y 开发区/n/Y 开发/v/Y 建设/vn/Y 有限公司/n/Y 签订/v/N 书面/n/N 合同/a/N ,/x/N 合同条款/n/N 尚存/v/N 在/p/N 一定/d/N 不确定性/n/N ,/x/N 具体内容/n/N 待/v/N 与/p/N 招标人/n/N 签订合同/n/N 后/f/N ,/x/N 公司/n/N 将/d/N 及时/c/N 履行/v/N 信息/n/N 披露/v/N 义务/n/N
15348273	厄瓜多尔不动产管理局	2016年8月23日,中工国际工程股份有限公司与厄瓜多尔不动产管理局签署了厄瓜多尔公园群建设项目商务合同,合同金额为	2016/m/N 年/m/N 8/m/N 月/m/N 23/m/N 日/m/N ,/x/N 中工/nt/N 国际/n/N 工程/n/N 股份/n/N 有限公司/n/N 与/p/N 厄瓜多尔/nrt/Y 不动产/l/Y 管理局/n/Y 签署/v/N 了/ul/N 厄瓜多尔/nrt/N 公园/n/N 群/n/N 建设项目/n/N 商务/n/N 合同/a/N ,/x/N 合同/a/N 金额/n/N 为/p/N
15645008	象山县交通运输局	5、公司将与象山县交通运输局签署投资协议,并成立项目公司实施	5/x/N 、/x/N 公司/n/N 将/d/N 与/p/N 象山县/ns/Y 交通运输/j/Y 局/n/Y 签署/v/N 投资/vn/N 协议/n/N ,/x/N 并/c/N 成立/v/N 项目/n/N 公司/n/N 实施/v/N
14784298	广西壮族自治区卫生和计划生育委员会	近日,公司控股子公司长信畅中收到招标人广西壮族自治区卫生和计划生育委员会的《中标通知书》,确定长信畅中与广西广电联合体,中标广西壮族自治区基层医疗卫生机构管理信息系统建设项目,中标具体情况如下:	近日/t/N ,/x/N 公司/n/N 控股/v/N 子公司/n/N 长信/nz/N 畅/a/N 中/f/N 收到/v/N 招标人/n/N 广西壮族自治区/ns/Y 卫生/an/Y 和/c/Y 计划生育/l/Y 委员会/n/Y 的/uj/N 《/x/N 中标/n/N 通知书/nr/N 》/x/N ,/x/N 确定/v/N 长信/nz/N 畅/a/N 中/f/N 与/p/N 广西/ns/N 广电/nz/N 联合体/nt/N ,/x/N 中标/n/N 广西壮族自治区/ns/N 基层/n/N 医疗卫生/n/N 机构/n/N 管理信息系统/l/N 建设项目/n/N ,/x/N 中标/n/N 具体情况/l/N 如下/t/N :/x/N
19202130	桐梓县国裕兴水置业投资开发有限公司	2018年01月23日,根据遵义市公共资源交易中心发布的公告,本项目第一中标候选人的资格被取消,联合体成为本项目的中标人,并收到招标人桐梓县国裕兴水置业投资开发有限公司发来的中标通知书,具体信息如下:	2018/m/N 年/m/N 01/m/N 月/m/N 23/m/N 日/m/N ,/x/N 根据/p/N 遵义市/ns/N 公共资源/n/N 交易中心/nt/N 发布/v/N 的/uj/N 公告/n/N ,/x/N 本/r/N 项目/n/N 第一/m/N 中标/n/N 候选人/n/N 的/uj/N 资格/n/N 被/p/N 取消/v/N ,/x/N 联合体/nt/N 成为/v/N 本/r/N 项目/n/N 的/uj/N 中标人/n/N ,/x/N 并/c/N 收到/v/N 招标人/n/N 桐梓县/ns/Y 国/n/Y 裕兴/nz/Y 水/n/Y 置业/n/Y 投资/vn/Y 开发/v/Y 有限公司/n/Y 发来/v/N 的/uj/N 中标/n/N 通知书/nr/N ,/x/N 具体/a/N 信息/n/N 如下/t/N :/x/N
19202130	桐梓县国裕兴水置业投资开发有限公司	项目名称:桐梓县南溪河河道治理及景观工程设计施工总承包(EPC)招标人:桐梓县国裕兴水置业投资开发有限公司	项目名称/n/N :/x/N 桐梓县/ns/N 南溪河/ns/N 河道/n/N 治理/v/N 及/c/N 景观/n/N 工程设计/n/N 施工/vn/N 总/b/N 承包/v/N (/x/N EPC/eng/N )/x/N 招标人/n/N :/x/N 桐梓县/ns/Y 国/n/Y 裕兴/nz/Y 水/n/Y 置业/n/Y 投资/vn/Y 开发/v/Y 有限公司/n/Y
15604457	山东高速高广公路有限公司	年12月2日,披露了全资子公司山东省路桥集团有限公司(以下简称“路桥集团”)拟参与山东高速高广公路有限公司(以下简称“高广公路公司”)长深高速高青至广饶段(以下简称“高广路”)项目施工总承包单位招投标,同时承诺采用股权信托模式与关联方高广公路公司共同建立合资公司,中标后签订投资合作协议,通过对项目工程施工收入和投资回报获得收益	年/m/N 12/m/N 月/m/N 2/m/N 日/m/N ,/x/N 披露/v/N 了/ul/N 全资/n/N 子公司/n/N 山东省/ns/N 路桥/ns/N 集团/n/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N “/x/N 路桥/ns/N 集团/n/N ”/x/N )/x/N 拟/v/N 参与/v/N 山东/ns/Y 高速/d/Y 高广/nr/Y 公路/n/Y 有限公司/n/Y (/x/N 以下/f/N 简称/v/N “/x/N 高广/nr/N 公路/n/N 公司/n/N ”/x/N )/x/N 长/a/N 深/a/N 高速/d/N 高青/nr/N 至/p/N 广饶/ns/N 段/q/N (/x/N 以下/f/N 简称/v/N “/x/N 高/a/N 广路/n/N ”/x/N )/x/N 项目/n/N 施工/vn/N 总/b/N 承包单位/n/N 招投标/j/N ,/x/N 同时/c/N 承诺/v/N 采用/v/N 股权/n/N 信托/n/N 模式/n/N 与/p/N 关联方/n/N 高广/nr/N 公路/n/N 公司/n/N 共同/d/N 建立/v/N 合资/vn/N 公司/n/N ,/x/N 中标/n/N 后/f/N 签订/v/N 投资/vn/N 合作/vn/N 协议/n/N ,/x/N 通过/p/N 对/p/N 项目/n/N 工程施工/n/N 收入/v/N 和/c/N 投资/vn/N 回报/v/N 获得/v/N 收益/n/N
145305	石家庄市轨道交通有限责任公司	一、本公司与石家庄市轨道交通有限责任公司签署《石家庄市城市轨道交通1号线一期工程土建及相关工程投资建设项目合同框架协议》,约定由本公司作为石家庄市城市轨道交通1号线一期工程土建及相关工程的投资承建单位,总投资约人民币167亿元	一/m/N 、/x/N 本/r/N 公司/n/N 与/p/N 石家庄市/ns/Y 轨道交通/n/Y 有限责任/l/Y 公司/n/Y 签署/v/N 《/x/N 石家庄市/ns/N 城市/ns/N 轨道交通/n/N 1/m/N 号线/n/N 一期/d/N 工程/n/N 土建/ns/N 及/c/N 相关/v/N 工程/n/N 投资/vn/N 建设项目/n/N 合同/a/N 框架/n/N 协议/n/N 》/x/N ,/x/N 约定/v/N 由/p/N 本/r/N 公司/n/N 作为/v/N 石家庄市/ns/N 城市/ns/N 轨道交通/n/N 1/m/N 号线/n/N 一期/d/N 工程/n/N 土建/ns/N 及/c/N 相关/v/N 工程/n/N 的/uj/N 投资/vn/N 承建/v/N 单位/n/N ,/x/N 总/b/N 投资/vn/N 约/d/N 人民币/n/N 167/m/N 亿元/m/N
15572569	中国移动通信有限公司	中国移动通信有限公司	中国移动通信/nt/Y 有限公司/n/Y
15511417	华为技术有限公司	江河创建集团股份有限公司(以下简称“公司”)全资子公司北京江河幕墙系统工程有限公司近日收到华为技术有限公司(以下简称“华为公司”)发来的华为杭州生产基地改扩建项目之幕墙分包工程(标段一)项目中标通知书	江河/ns/N 创建/v/N 集团股份/nz/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N “/x/N 公司/n/N ”/x/N )/x/N 全资/n/N 子公司/n/N 北京/ns/N 江河/ns/N 幕墙/n/N 系统工程/n/N 有限公司/n/N 近日/t/N 收到/v/N 华为技术有限公司/nt/Y (/x/N 以下/f/N 简称/v/N “/x/N 华为公司/nt/N ”/x/N )/x/N 发来/v/N 的/uj/N 华为/nr/N 杭州/ns/N 生产/vn/N 基地/n/N 改扩建/j/N 项目/n/N 之/u/N 幕墙/n/N 分包/n/N 工程/n/N (/x/N 标段/n/N 一/m/N )/x/N 项目/n/N 中标/n/N 通知书/nr/N
15397573	湖南广播电视台卫视频道	慈文传媒股份有限公司(以下简称“公司”)下属全资公司霍尔果斯定坤影视传播有限公司(以下简称“定坤影视”)就定坤影视作为制片方投资摄制的当代都市题材电视剧(以下简称“该剧”)之中国大陆独家首轮播映权转让事宜,于2016年11月10日与湖南广播电视台卫视频道(以下简称“湖南卫视”,“定坤影视”与“湖南卫视”合称“双方”或“协议双方”)签署了《电视剧中国大陆独家首轮播映权转让协议》(以下简称“本协议”)	慈文/nr/N 传媒/n/N 股份/n/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N “/x/N 公司/n/N ”/x/N )/x/N 下属/v/N 全资/n/N 公司/n/N 霍尔果斯/nrt/N 定坤/n/N 影视/n/N 传播/vn/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N “/x/N 定坤/n/N 影视/n/N ”/x/N )/x/N 就/d/N 定/v/N 坤/ns/N 影视/n/N 作为/v/N 制片方/n/N 投资/vn/N 摄制/v/N 的/uj/N 当代/t/N 都市/ns/N 题材/n/N 电视剧/n/N (/x/N 以下/f/N 简称/v/N “/x/N 该剧/r/N ”/x/N )/x/N 之/u/N 中国/ns/N 大陆/n/N 独家/n/N 首轮/m/N 播映权/n/N 转让/v/N 事宜/n/N ,/x/N 于/p/N 2016/m/N 年/m/N 11/m/N 月/m/N 10/m/N 日/m/N 与/p/N 湖南/ns/Y 广播/vn/Y 电视台/n/Y 卫视/n/Y 频道/n/Y (/x/N 以下/f/N 简称/v/N “/x/N 湖南卫视/nt/N ”/x/N ,/x/N “/x/N 定坤/n/N 影视/n/N ”/x/N 与/p/N “/x/N 湖南卫视/nt/N ”/x/N 合称/v/N “/x/N 双方/n/N ”/x/N 或/c/N “/x/N 协议/n/N 双方/n/N ”/x/N )/x/N 签署/v/N 了/ul/N 《/x/N 电视剧/n/N 中国/ns/N 大陆/n/N 独家/n/N 首轮/m/N 播映权/n/N 转让/v/N 协议/n/N 》/x/N (/x/N 以下/f/N 简称/v/N “/x/N 本/r/N 协议/n/N ”/x/N )/x/N
15397573	湖南广播电视台卫视频道	交易对手方:湖南广播电视台卫视频道机构类型:事业法人	交易/n/N 对手/v/N 方/n/N :/x/N 湖南/ns/Y 广播/vn/Y 电视台/n/Y 卫视/n/Y 频道/n/Y 机构/n/N 类型/n/N :/x/N 事业/n/N 法人/n/N
1445158	国家电网公司	深圳市科陆电子科技股份有限公司(以下简称“公司”)收到中电技国际招标有限责任公司及相关代理机构发给本公司的中标通知书,在“国家电网公司集中规模招标采购2011年电能表第四批项目”(招标编号:0711-11OTL120)的招标活动中,我公司为此项目第1分标“2级单相智能电能表”和第2分标“1级三相智能电能表”中标人,共中13个包,中标的智能电能表总数量为322,986只,中标总金额约为6,365.98万元	深圳市/ns/N 科陆/n/N 电子/n/N 科技股份/n/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N “/x/N 公司/n/N ”/x/N )/x/N 收到/v/N 中电技/nt/N 国际/n/N 招标/n/N 有限责任/l/N 公司/n/N 及/c/N 相关/v/N 代理/n/N 机构/n/N 发给/vn/N 本/r/N 公司/n/N 的/uj/N 中标/n/N 通知书/nr/N ,/x/N 在/p/N “/x/N 国家电网/nz/Y 公司/n/Y 集中/v/N 规模/n/N 招标/n/N 采购/v/N 2011/m/N 年/m/N 电能表/n/N 第四批/m/N 项目/n/N ”/x/N (/x/N 招标/n/N 编号/n/N :/x/N 0711/m/N -/x/N 11/m/N OTL120/eng/N )/x/N 的/uj/N 招标/n/N 活动/vn/N 中/f/N ,/x/N 我/r/N 公司/n/N 为此/r/N 项目/n/N 第/m/N 1/m/N 分标/n/N “/x/N 2/m/N 级/q/N 单相/n/N 智能/n/N 电能表/n/N ”/x/N 和/c/N 第/m/N 2/m/N 分标/n/N “/x/N 1/m/N 级/q/N 三相/n/N 智能/n/N 电能表/n/N ”/x/N 中标人/n/N ,/x/N 共中/d/N 13/m/N 个/m/N 包/v/N ,/x/N 中/f/N 标的/n/N 智能/n/N 电能表/n/N 总/b/N 数量/n/N 为/p/N 322/m/N ,/x/N 986/m/N 只/c/N ,/x/N 中标/n/N 总金额/n/N 约/d/N 为/p/N 6/m/N ,/x/N 365.98/m/N 万元/m/N
1445158	国家电网公司	此次招标活动由国家电网公司委托中电技国际招标有限责任公司等相关代理机构,采用公开招标方式进行	此次/r/N 招标/n/N 活动/vn/N 由/p/N 国家电网/nz/Y 公司/n/Y 委托/n/N 中电技/nt/N 国际/n/N 招标/n/N 有限责任/l/N 公司/n/N 等/u/N 相关/v/N 代理/n/N 机构/n/N ,/x/N 采用/v/N 公开招标/n/N 方式/n/N 进行/v/N
1445158	国家电网公司	招标人:国家电网公司注册资本:2000亿元	招标人/n/N :/x/N 国家电网/nz/Y 公司/n/Y 注册资本/n/N :/x/N 2000/m/N 亿元/m/N
1445158	国家电网公司	自国家电网公司于2009年12月集中规模招标采购智能电能表开始,公司累计中标国家电网公司规模招标采购的智能电能表的总金额为10.22亿元	自/p/N 国家电网/nz/Y 公司/n/Y 于/p/N 2009/m/N 年/m/N 12/m/N 月/m/N 集中/v/N 规模/n/N 招标/n/N 采购/v/N 智能/n/N 电能表/n/N 开始/v/N ,/x/N 公司/n/N 累计/v/N 中标/n/N 国家电网/nz/N 公司/n/N 规模/n/N 招标/n/N 采购/v/N 的/uj/N 智能/n/N 电能表/n/N 的/uj/N 总金额/n/N 为/p/N 10.22/m/N 亿元/m/N
1445158	国家电网公司	国家电网公司与本公司不存在任何关联关系	国家电网/nz/Y 公司/n/Y 与/p/N 本/r/N 公司/n/N 不/d/N 存在/v/N 任何/r/N 关联/ns/N 关系/n/N
82698	湛江市公安局	近日,公司与湛江市公安局(以下简称“甲方”)就上述项目签订了“湛江市交警智能指挥中心信息化建设项目合同书”(以下简称“项目合同”)并履行了签字盖章手续,合同总金额为106,855,860.10元,合同总金额包括总体工程总造价(含3年质保期)及第4、第5年运维费,工程总造价为88,605,722.48元,第4年运维费为9,125,068.81元,第5年运维费为9,125,068.81元	近日/t/N ,/x/N 公司/n/N 与/p/N 湛江市/ns/Y 公安局/nt/Y (/x/N 以下/f/N 简称/v/N “/x/N 甲方/n/N ”/x/N )/x/N 就/d/N 上述/b/N 项目/n/N 签订/v/N 了/ul/N “/x/N 湛江市/ns/N 交警/j/N 智能/n/N 指挥/v/N 中心/n/N 信息化/n/N 建设项目/n/N 合同书/n/N ”/x/N (/x/N 以下/f/N 简称/v/N “/x/N 项目/n/N 合同/a/N ”/x/N )/x/N 并/c/N 履行/v/N 了/ul/N 签字/v/N 盖章/nr/N 手续/v/N ,/x/N 合同/a/N 总金额/n/N 为/p/N 106/m/N ,/x/N 855/m/N ,/x/N 860.10/m/N 元/m/N ,/x/N 合同/a/N 总金额/n/N 包括/v/N 总体/n/N 工程/n/N 总/b/N 造价/v/N (/x/N 含/n/N 3/m/N 年/m/N 质保/j/N 期/n/N )/x/N 及第/n/N 4/x/N 、/x/N 第/m/N 5/m/N 年运/j/N 维费/vn/N ,/x/N 工程/n/N 总/b/N 造价/v/N 为/p/N 88/m/N ,/x/N 605/m/N ,/x/N 722.48/m/N 元/m/N ,/x/N 第/m/N 4/m/N 年运/j/N 维费/vn/N 为/p/N 9/m/N ,/x/N 125/m/N ,/x/N 068.81/m/N 元/m/N ,/x/N 第/m/N 5/m/N 年运/j/N 维费/vn/N 为/p/N 9/m/N ,/x/N 125/m/N ,/x/N 068.81/m/N 元/m/N
82698	湛江市公安局	本次交易对方为湛江市公安局	本次/r/N 交易/n/N 对方/n/N 为/p/N 湛江市/ns/Y 公安局/nt/Y
82698	湛江市公安局	交易对方湛江市公安局具备较强的履约能力	交易/n/N 对方/n/N 湛江市/ns/Y 公安局/nt/Y 具备/v/N 较强/a/N 的/uj/N 履约/v/N 能力/n/N
82698	湛江市公安局	5、项目实施对公司业务的独立性无重大影响,公司不会因此而对湛江市公安局形成业务依赖	5/x/N 、/x/N 项目/n/N 实施/v/N 对/p/N 公司/n/N 业务/n/N 的/uj/N 独立性/n/N 无/v/N 重大/a/N 影响/vn/N ,/x/N 公司/n/N 不会/v/N 因此/c/N 而/c/N 对/p/N 湛江市/ns/Y 公安局/nt/Y 形成/v/N 业务/n/N 依赖/v/N
82698	湛江市公安局	公司与湛江市公安局签订上述合同系日常经营性合同,合同金额在董事会授权范围之内,无需提交公司董事会和股东大会审议	公司/n/N 与/p/N 湛江市/ns/Y 公安局/nt/Y 签订/v/N 上述/b/N 合同/a/N 系/v/N 日常/d/N 经营性/n/N 合同/a/N ,/x/N 合同/a/N 金额/n/N 在/p/N 董事会/n/N 授权/v/N 范围/n/N 之内/f/N ,/x/N 无需/v/N 提交/v/N 公司/n/N 董事会/n/N 和/c/N 股东大会/n/N 审议/v/N
14630422	安徽省交通控股集团有限公司合宁高速公路改扩建项目办公室	近日,本公司收到安徽省交通控股集团有限公司合宁高速公路改扩建项目办公室发来的中标单位通知,确定本公司为“合肥至南京高速公路安徽省周庄至陇西立交段改扩建工程”HN-01标的中标单位,中标价约4.64亿元	近日/t/N ,/x/N 本/r/N 公司/n/N 收到/v/N 安徽省/ns/Y 交通/n/Y 控股集团/nz/Y 有限公司/n/Y 合宁/ns/Y 高速公路/n/Y 改扩建/j/Y 项目/n/Y 办公室/n/Y 发来/v/N 的/uj/N 中标/n/N 单位/n/N 通知/v/N ,/x/N 确定/v/N 本/r/N 公司/n/N 为/p/N “/x/N 合肥/n/N 至/p/N 南京/ns/N 高速公路/n/N 安徽省/ns/N 周庄/nr/N 至/p/N 陇西/ns/N 立交/b/N 段/q/N 改扩建/j/N 工程/n/N ”/x/N HN/eng/N -/x/N 01/m/N 标的/n/N 中标/n/N 单位/n/N ,/x/N 中/f/N 标价/n/N 约/d/N 4.64/m/N 亿元/m/N
556982	京秦铁路客运专线有限公司	本公司于2011年9月5日接到京秦铁路客运专线有限公司《中标通知书》,在新建京秦铁路客运专线工程物资招标采购(招标编号:JW2011-005、物资名称:高速钢轨扣配件、包件号:F01)中,被确定为中标人,中标金额为人民币4395067.00元	本/r/N 公司/n/N 于/p/N 2011/m/N 年/m/N 9/m/N 月/m/N 5/m/N 日/m/N 接到/v/N 京秦/nz/Y 铁路/n/Y 客运专线/j/Y 有限公司/n/Y 《/x/N 中标/n/N 通知书/nr/N 》/x/N ,/x/N 在/p/N 新建/ns/N 京秦/nz/N 铁路/n/N 客运专线/j/N 工程/n/N 物资/n/N 招标/n/N 采购/v/N (/x/N 招标/n/N 编号/n/N :/x/N JW2011/eng/N -/x/N 005/m/N 、/x/N 物资/n/N 名称/n/N :/x/N 高速/d/N 钢轨/n/N 扣/v/N 配件/n/N 、/x/N 包件/n/N 号/q/N :/x/N F01/eng/N )/x/N 中/f/N ,/x/N 被/p/N 确定/v/N 为/p/N 中标人/n/N ,/x/N 中标/n/N 金额/n/N 为/p/N 人民币/n/N 4395067.00/m/N 元/m/N
15982280	白银昌元化工有限公司	北京高能时代环境技术股份有限公司(以下简称“公司”)近日收到招标人白银昌元化工有限公司,招标代理机构中招国际招标有限公司发来的《中标通知书》	北京/ns/N 高能/n/N 时代/n/N 环境/n/N 技术/n/N 股份/n/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N “/x/N 公司/n/N ”/x/N )/x/N 近日/t/N 收到/v/N 招标人/n/N 白银/nr/Y 昌元/nr/Y 化工/n/Y 有限公司/n/Y ,/x/N 招标/n/N 代理/n/N 机构/n/N 中招/j/N 国际/n/N 招标/n/N 有限公司/n/N 发来/v/N 的/uj/N 《/x/N 中标/n/N 通知书/nr/N 》/x/N
15982280	白银昌元化工有限公司	1、公司目前尚未与招标人白银昌元化工有限公司签订书面合同,合同条款尚存在一定不确定性,具体内容待与招标人签订合同后,公司将及时履行信息披露义务	1/x/N 、/x/N 公司/n/N 目前/t/N 尚未/d/N 与/p/N 招标人/n/N 白银/nr/Y 昌元/nr/Y 化工/n/Y 有限公司/n/Y 签订/v/N 书面/n/N 合同/a/N ,/x/N 合同条款/n/N 尚存/v/N 在/p/N 一定/d/N 不确定性/n/N ,/x/N 具体内容/n/N 待/v/N 与/p/N 招标人/n/N 签订合同/n/N 后/f/N ,/x/N 公司/n/N 将/d/N 及时/c/N 履行/v/N 信息/n/N 披露/v/N 义务/n/N
1652379	陕西省渭南市临渭区人民政府	陕西省渭南市临渭区人民政府于2015年1月30日就有关“渭南市第二医院住院综合楼建设项目合作事宜”与深圳市尚荣医疗股份有限公司(以下简称“公司”)进行了友好认真的洽谈并签署了《陕西省渭南市第二医院整体迁建招商引资建设项目合作协议书》	陕西省/ns/Y 渭南市/ns/Y 临渭区/ns/Y 人民政府/nt/Y 于/p/N 2015/m/N 年/m/N 1/m/N 月/m/N 30/m/N 日/m/N 就/d/N 有关/vn/N “/x/N 渭南市/ns/N 第二/m/N 医院/n/N 住院/n/N 综合楼/n/N 建设项目/n/N 合作/vn/N 事宜/n/N ”/x/N 与/p/N 深圳市/ns/N 尚荣/nr/N 医疗/n/N 股份/n/N 有限公司/n/N (/x/N 以下/f/N 简称/v/N “/x/N 公司/n/N ”/x/N )/x/N 进行/v/N 了/ul/N 友好/a/N 认真/ad/N 的/uj/N 洽谈/v/N 并/c/N 签署/v/N 了/ul/N 《/x/N 陕西省/ns/N 渭南市/ns/N 第二/m/N 医院/n/N 整体/n/N 迁建/v/N 招商引资/n/N 建设项目/n/N 合作/vn/N 协议书/n/N 》/x/N
1238218	佛山市南海区建设工程交易中心	公司于近日收到佛山市南海区建设工程交易中心发来的《中标通知书》,通知确定本公司为“广州地铁佛山市南海区地铁金融城裙楼和地下室工程施工项目”的中标单位,中标价为人民币29910.8468万元,项目工期305日历天	公司/n/N 于/p/N 近日/t/N 收到/v/N 佛山市/ns/Y 南海区/ns/Y 建设工程/n/Y 交易中心/nt/Y 发来/v/N 的/uj/N 《/x/N 中标/n/N 通知书/nr/N 》/x/N ,/x/N 通知/v/N 确定/v/N 本/r/N 公司/n/N 为/p/N “/x/N 广州/ns/N 地铁/n/N 佛山市/ns/N 南海区/ns/N 地铁/n/N 金融城/nr/N 裙楼/n/N 和/c/N 地下室/n/N 工程施工/n/N 项目/n/N ”/x/N 的/uj/N 中标/n/N 单位/n/N ,/x/N 中/f/N 标价/n/N 为/p/N 人民币/n/N 29910.8468/m/N 万元/m/N ,/x/N 项目/n/N 工期/vn/N 305/m/N 日历/t/N 天/q/N
