Label	Events	ID	Date
35	Moshe Dayan becomes Israel's Minister of Defense.	8494	1967 June
26	"The Beatles release Sgt. Pepper's Lonely Hearts Club Band, nicknamed ""The Soundtrack of the Summer of Love""; it will be number one on the albums charts throughout the summer of 1967."	8495	1967 June 1
41	"Protests in West Berlin against the arrival of the Shah of Iran turn into fights, during which 27-year-old Benno Ohnesorg is killed by a police officer. His death results in the founding of the terrorist group 2 June Movement."	8496	1967 June 2
41	"Luis Monge is executed in Colorado's gas chamber, in the last pre-Furman execution in the United States."	8497	1967 June 2
20	"Stockport air disaster: British Midland flight G-ALHG crashes in Hopes Carr, Stockport, killing 72 passengers and crew."	8498	1967 June 4
1	"Six-Day War begins: Israel launches Operation Focus, a preemptive strike on Egyptian Air Force air fields; the allied armies of Egypt, Syria, Iraq, and Jordan invade Israel. Battle of Ammunition Hill, start of the Jordanian campaign"	8499	1967 June 5
41	Murderer Richard Speck is sentenced to death in the electric chair for killing 8 student nurses in Chicago.	8500	1967 June 5
1	???_?_? Capture of East Jerusalem in a battle conducted by Israeli forces without the use of artillery in order to avoid damage to the Holy City.	8501	1967 June 7
41	???_?_? Two Moby Grape members are arrested for contributing to the delinquency of minors.	8502	1967 June 7
20	USS Liberty incident	8503	1967 June 8
1	Six-Day War ends: Israel and Syria agree to a United Nations-mediated cease-fire.	8504	1967 June 10
11	The Soviet Union severs diplomatic relations with Israel.	8505	1967 June 10
38	"Margrethe, heir apparent to the throne of Denmark, marries French count Henri de Laborde de Monpezat."	8506	1967 June 10
2	"A race riot occurs in Tampa, Florida after the shooting death of Martin Chambers by police while allegedly robbing a camera store. The unrest lasts several days."	8507	1967 June 11
17	Loving v. Virginia: The United States Supreme Court declares all U.S. state laws prohibiting interracial marriage to be unconstitutional.	8508	1967 June 12
14	Venera program: Venera 4 is launched by the Soviet Union (the first space probe to enter another planet's atmosphere and successfully return data).	8509	1967 June 12
35	Solicitor General Thurgood Marshall is nominated as the first African American justice of the United States Supreme Court.	8510	1967 June 13
14	Mariner program: Mariner 5 is launched toward Venus.	8511	1967 June 14
26	"Glenn Gould records Prokofiev's Seventh Piano Sonata, Op. 83, in New York City (his only recording of a Prokofiev composition)."	8512	1967 June 14???_?_?15
26	The Monterey Pop Festival begins and is held for 3 days.	8513	1967 June 16
19	The People's Republic of China tests its first hydrogen bomb.	8514	1967 June 17
1	Eighteen British soldiers are killed in the Aden police mutiny.	8515	1967 June 18
35	"Cold War: U.S. President Lyndon B. Johnson meets with Soviet Premier Alexei Kosygin in Glassboro, New Jersey, for the 3-day Glassboro Summit Conference. Johnson travels to Los Angeles for a dinner at the Century Plaza Hotel where earlier in the day thousands of war protesters clashed with L.A. police."	8516	1967 June 23
26	"400 million viewers watch Our World, the first live, international, satellite television production. It features the live debut of The Beatles' song ""All You Need Is Love""."	8517	1967 June 25
23	Pope Paul VI ordains 27 new cardinals (one of whom is the future Pope Saint John Paul II).	8518	1967 June 26
2	"The Buffalo Race Riot begins, lasting until July 1; leads to 200 arrests."	8519	1967 June 26
27	"The first automatic cash machine (voucher-based) is installed, in the office of Barclays Bank in Enfield, England."	8520	1967 June 27
31	Israel declares the annexation of East Jerusalem.	8521	1967 June 28
26	Canada celebrates its first one hundred years of Confederation.	8522	1967 July 1
32	"The EEC joins with the European Coal and Steel Community and the European Atomic Community, to form the European Communities (from the 1980s usually known as European Community [EC])."	8523	1967 July 1
34	"Seaboard Air Line Railroad merges with Atlantic Coast Line railroad, to become Seaboard Coast Line railroad, first step to today's CSX Transportation."	8524	1967 July 1
19	The first UK colour television broadcasts begin on BBC2. The first one is from the Wimbledon tennis championships. A full colour service begins on BBC2 on December 2.	8525	1967 July 1
17	American Samoa's first constitution becomes effective.	8526	1967 July 1
2	"A military rebellion led by Belgian mercenary Jean Schramme begins in Katanga, Democratic Republic of the Congo."	8527	1967 July 3
17	The British Parliament decriminalizes homosexuality.	8528	1967 July 4
35	"Troops of Belgian mercenary commander Jean Schramme revolt against Mobutu Sese Seko, and try to take control of Stanleyville, Congo."	8529	1967 July 5
1	Nigerian Civil War: Nigerian forces invade the secessionist Biafra May 30.	8530	1967 July 6
20	"A level crossing collision between a train loaded with children and a tanker-truck near Magdeburg, East Germany kills 94 people, mostly children."	8531	1967 July 6
26	All You Need Is Love is released in the UK.	8532	1967 July 7
7	"Heavy massive rains and a landslide at Kobe and Kure, Hiroshima, Japan, kill at least 371."	8533	1967 July 10
13	New Zealand decimalises its currency from pound to dollar at _?__1 to $2 ($1 = 10/-).	8534	1967 July 10
39	The Greek military regime strips 480 Greeks of their citizenship.	8535	1967 July 12
2	"1967 Newark riots: After the arrest of an African-American cab driver for allegedly illegally driving around a police car and gunning it down the road, race riots break out in Newark, New Jersey, lasting 5 days and leaving 26 dead."	8536	1967 July 12
26	The Bee Gees release their first international album Bee Gees' 1st in the UK.	8537	1967 July 14
2	"Near Newark, New Jersey, the Plainfield, NJ, riots take place."	8538	1967 July 14
2	"A prison riot in Jay, Florida leaves 37 dead."	8539	1967 July 16
18	The United Kingdom announces the closing of its military bases in Malaysia and Singapore. Australia and the U.S. disapprove.	8540	1967 July 18
2	"A race riot breaks out in the North Side of Minneapolis on Plymouth Street during the Minneapolis Aquatennial Parade; businesses are vandalized and fires break out in the area, although the disturbance is quelled within hours. However, the next day a shooting sets off another incident in the same area that leads to 18 fires, 36 arrests, 3 shootings, 2 dozen people injured, and damages totaling 4.2 million. Two more such incidents occur during the following two weeks."	8541	1967 July 19
20	"Eighty-two people are killed in a collision between Piedmont Airlines Flight 22 and a Cessna 310 near Hendersonville, North Carolina."	8542	1967 July 19
26	Chilean poet Pablo Neruda receives the first Viareggio-Versile prize.	8543	1967 July 20
2	"The town of Winneconne, Wisconsin, announces secession from the United States because it is not included in the official maps and declares war. Secession is repealed the next day."	8544	1967 July 21
2	"July 31 ???_?_? 12th Street Riot: In Detroit, one of the worst riots in United States history begins on 12th Street in the predominantly African American inner city: 43 are killed, 342 injured and 1,400 buildings burned."	8545	1967 July 23
35	"During an official state visit to Canada, French President Charles de Gaulle declares to a crowd of over 100,000 in Montreal: Vive le Qu_?Ωbec libre! (Long live free Quebec!). The statement, interpreted as support for Quebec independence, delights many Quebecers but angers the Canadian government and many English Canadians."	8546	1967 July 24
20	An explosion and fire aboard the U.S. Navy aircraft carrier USS Forrestal in the Gulf of Tonkin leaves 134 dead.	8547	1967 July 29
35	Georges Bidault moves to Belgium where he receives political asylum.	8548	1967 July 29
7	"An earthquake in Caracas, Venezuela leaves 240 dead."	8549	1967 July 29
2	"Race riots in the United States spread to Washington, D.C.."	8550	1967 August 1
40	The Turkish football club Trabzonspor is established in Trabzon.	8551	1967 August 2
26	Pink Floyd releases their debut album The Piper at the Gates of Dawn in the United Kingdom.	8552	1967 August 5
41	"A pulsar is noted by Jocelyn Bell and Antony Hewish. The discovery is first recorded in print in 1968: ""An entirely novel kind of star came to light on Aug. 6 last year [...]"". The date of the discovery is not recorded."	8553	1967 August 6
11	Vietnam War: The People's Republic of China agrees to give North Vietnam an undisclosed amount of aid in the form of a grant.	8554	1967 August 7
2	A general strike in the old quarter of Jerusalem protests Israel's unification of the city.	8555	1967 August 7
32	"The Association of Southeast Asian Nations (ASEAN) is founded in Bangkok, Thailand."	8556	1967 August 8
41	Vietnam War ???_?_? Operation Cochise: United States Marines begin a new operation in the Que Son Valley.	8557	1967 August 9
2	Belgian mercenary Jean Schramme's troops take the Congolese border town of Bukavu.	8558	1967 August 10
26	The first line-up of Fleetwood Mac makes their live debut at the Windsor Jazz and Blues Festival.	8559	1967 August 13
41	"Wonderful Radio London shuts down at 3:00 PM in anticipation of the Marine Broadcasting Offences Act. Many fans greet the staff upon their return to London that evening with placards reading ""Freedom died with Radio London""."	8560	1967 August 14
28	The United Kingdom Marine Broadcasting Offences Act declares participation in offshore pirate radio illegal. Radio Caroline defies the Act and continues broadcasting.	8561	1967 August 15
41	"West Germany receives 36 East German prisoners it has ""purchased"" through the border posts of Herleshausen and Wartha."	8562	1967 August 19
1	A truce is declared in the Democratic Republic of the Congo.	8563	1967 August 21
1	"Two U.S. Navy jets stray into the airspace of the People's Republic of China following an attack on a target in North Vietnam and are shot down. Lt. Robert J. Flynn, the only survivor, is captured alive and will be held prisoner by China until 1973."	8564	1967 August 21
35	"American Nazi Party leader George Lincoln Rockwell is assassinated in Arlington, Virginia."	8565	1967 August 25
40	The East Coast Wrestling Association is established.	8566	1967 August 27
41	Beatles manager Brian Epstein is found dead in his locked bedroom.	8567	1967 August 27
27	"The final episode of The Fugitive airs on ABC. The broadcast attracts 78 million viewers, one of the largest audiences for a single episode in U.S. television history."	8568	1967 August 29
22	The Khmer???_?_?Chinese Friendship Association is banned in Cambodia.	8569	1967 September 1
41	"Ilse Koch, known as the ""Witch of Buchenwald"", commits suicide in the Bavarian prison of Aichach."	8570	1967 September 1
35	Nguy???_?_?n V_?_?n Thi???_?_?u is elected President of South Vietnam.	8571	1967 September 3
34	"At 5:00 a.m. local time, all road traffic in Sweden switches from left-hand traffic pattern to right-hand traffic."	8572	1967 September 3
1	Vietnam War ???_?_? Operation Swift: The United States Marines launch a search and destroy mission in Qu?????__ng Nam and Qu?????__ng T_?_n provinces. The ensuing 4-day battle in Que Son Valley kills 114 Americans and 376 North Vietnamese.	8573	1967 September 4
27	The television series The Prisoner has its world broadcast premiere on the CTV Television Network in Canada.	8574	1967 September 5
21	"In a Gibraltar sovereignty referendum, only 44 voters out of 12,182 in the British Crown colony of Gibraltar support union with Spain."	8575	1967 September 10
2	"A riot during a football match in Kayseri, Turkey leaves 44 dead, about 600 injured."	8576	1967 September 17
41	"Jim Morrison and The Doors defy CBS censors on The Ed Sullivan Show, when Morrison sings the word ""higher"" from their #1 hit Light My Fire, despite having been asked not to."	8577	1967 September 17
41	"Love Is a Many Splendored Thing debuts on U.S. daytime television and is the first soap opera to deal with an interracial relationship. CBS censors find it too controversial and ask for it to be stopped, causing show creator Irna Phillips to quit."	8578	1967 September 18
38	The RMS Queen Mary arrives in Southampton at the end of her last transatlantic crossing.	8579	1967 September 27
27	The classic sci-fi TV series Captain Scarlet and the Mysterons broadcasts on ITV.	8580	1967 September 29
41	An X-15 research aircraft with test pilot William J. Knight establishes an unofficial world fixed-wing speed record of Mach 6.7.	8581	1967 October 3
23	"Omar Ali Saifuddin III of Brunei abdicates in favour of his son, His Majesty Sultan Hassanal Bolkiah."	8582	1967 October 4
41	The Shag Harbour UFO incident occurs.	8583	1967 October 4
34	"Southern California's Pacific Ocean Park, known as the ""Disneyland By The Sea"", closes down."	8584	1967 October 6
35	Guerrilla leader Che Guevara and his men are captured in Bolivia; they are executed the following day.	8585	1967 October 8
35	"Vietnam War: U.S. Secretary of State Dean Rusk states during a news conference that, because of North Vietnam's opposition, proposals by the U.S. Congress for peace initiatives are futile."	8586	1967 October 12
26	"The Naked Ape, by Desmond Morris, is published."	8587	1967 October 12
35	Quebec Nationalism: Ren_?Ω L_?Ωvesque leaves the Liberal Party.	8588	1967 October 14
2	"Thirty-nine people, including singer-activist Joan Baez, are arrested in Oakland, California, for blocking the entrance of that city's military induction center."	8589	1967 October 16
26	The musical Hair opens off-Broadway. It moves to Broadway the following April.	8590	1967 October 17
1	Vietnam War: The Battle of Ong Thanh takes place.	8591	1967 October 17
2	Vietnam War: Students at the University of Wisconsin???_?_?Madison protest over recruitment by Dow Chemical on the University campus; 76 are injured in the resulting riot.	8592	1967 October 18
27	"Walt Disney's 19th full-length animated feature The Jungle Book, the last animated film personally supervised by Disney, is released and becomes an enormous box-office and critical success. On a double bill with the film is the (now) much less well-known true-life adventure, Charlie the Lonesome Cougar."	8593	1967 October 18
41	The Venera 4 probe descends through the Venusian atmosphere.	8594	1967 October 18
41	The Mariner 5 probe flies by Venus.	8595	1967 October 19
26	"Patterson???_?_?Gimlin film: Roger Patterson and Robert Gimlin's famous film of an unidentified animate cryptid, thought to be Bigfoot or Sasquatch, is recorded at Bluff Creek, California."	8596	1967 October 20
2	"Approximately 70,000 Vietnam War protesters march in Washington, D.C. and rally at the Lincoln Memorial; in a successive march that day, 50,000 people march to the Pentagon, where Allen Ginsberg, Abbie Hoffman, and Jerry Rubin symbolically chant to ""levitate"" the building and ""exorcise the evil within."""	8597	1967 October 21
2	"An Egyptian surface-to-surface missile sinks the Israeli destroyer Eilat, killing 47 Israeli sailors. Israel retaliates by shelling Egyptian refineries along the Suez Canal."	8598	1967 October 21
35	"Charles de Gaulle becomes the first French Co-Prince of Andorra to visit his Andorran subjects. In addition to being President of France, de Gaulle is a joint ruler (along with Spain's Bishop of Urgel of the tiny nation located in the mountains between France and Spain, pursuant to the 1278 agreement creating the nation."	8599	1967 October 23
17	The Abortion Act 1967 passes in the British Parliament and receives royal assent two days later.	8600	1967 October 25
35	"The coronation ceremony of Shah Mohammad Reza Pahlavi of Iran, ruler of the nation since 1941, takes place."	8601	1967 October 26
41	"U.S. Navy pilot John McCain is shot down over North Vietnam and taken prisoner. His capture is confirmed two days later, and he remains a prisoner of war for more than five years."	8602	1967 October 26
35	French President Charles de Gaulle vetoes British entry into the European Economic Community for the second time in the decade.	8603	1967 October 27
41	"London criminal Jack McVitie is murdered by the Kray twins, a crime that eventually leads to their imprisonment and downfall."	8604	1967 October 27
1	President Joseph Mobutu of the Democratic Republic of the Congo launches an offensive against mercenaries in Bukavu.	8605	1967 October 29
37	"Expo 67 closes in Montreal, after having attracted more than 50 million visitors in six months."	8606	1967 October 29
34	"Islamabad officially becomes Pakistan's political capital, replacing Karachi."	8607	1967 November
33	"Vietnam War: U.S. President Lyndon B. Johnson holds a secret meeting with a group of the nation's most prestigious leaders (""the Wise Men"") and asks them to suggest ways to unite the American people behind the war effort. They conclude that the American people should be given more optimistic reports on the progress of the war."	8608	1967 November 2
1	"Vietnam War ???_?_? Battle of Dak To: Around _??ꊗ????_k T_??? (located about 280 miles north of Saigon near the Cambodian border), heavy casualties are suffered on both sides; U.S. troops narrowly win the battle on November 22."	8609	1967 November 3
1	"In the Democratic Republic of the Congo, mercenaries of Jean Schramme and Jerry Puren withdraw from Bukavu, over the Shangugu Bridge, to Rwanda."	8610	1967 November 4???_?_?5
17	The Rhodesian parliament passes pro-Apartheid laws.	8611	1967 November 6
27	"U.S. President Lyndon B. Johnson signs the Public Broadcasting Act of 1967, establishing the Corporation for Public Broadcasting."	8612	1967 November 7
43	"Carl B. Stokes is elected mayor of Cleveland, Ohio, becoming the first African American elected mayor of a major United States city."	8613	1967 November 7
26	The 50th anniversary of the Great October Socialist Revolution is celebrated in the Soviet Union.	8614	1967 November 7
27	The BBC's first local radio station (BBC Radio Leicester) is launched.	8615	1967 November 8
14	"Apollo program: NASA launches the first Saturn V rocket, successfully carrying the unmanned Apollo 4 test spacecraft from Cape Kennedy into Earth orbit."	8616	1967 November 9
18	"Vietnam War: In a ceremony in Phnom Penh, Cambodia, 3 United States prisoners of war are released by the Viet Cong and turned over to American ""New Left"" antiwar activist Tom Hayden."	8617	1967 November 11
26	"The Congress of Colombia, in commemoration of the 150-year anniversary of the death of Policarpa Salavarrieta, declares this day as the ""Day of the Colombian Woman""."	8618	1967 November 14
3	"General Georgios Grivas and his 10,000 strong Greek Army division are forced to leave Cyprus, after 24 Turkish Cypriot civilians are killed by the Greek Cypriot National Guard in the villages of Kophinou and Ayios Theodhoros; relations sour between Nicosia and Athens. Turkey flies sorties into Greek territory, and masses troops in Thrace on her border with Greece."	8619	1967 November 15
41	Test pilot Michael Adams is killed when his X-15 rocket plane tumbles out of control during atmospheric re-entry and disintegrates.	8620	1967 November 15
35	"Vietnam War: Acting on optimistic reports he was given on November 13, U.S. President Lyndon B. Johnson tells the nation that, while much remains to be done, ""We are inflicting greater losses than we're taking ... We are making progress."" (Two months later the Tet Offensive by the Viet Cong is widely reported as a Viet Cong victory by the U.S. press and thus as a major setback to the U.S.)"	8621	1967 November 17
26	French author R_?Ωgis Debray is sentenced to 30 years imprisonment in Bolivia. (He will be released in 1970 after less than three years imprisonment.)	8622	1967 November 17
13	The UK pound is devalued from _?__1 = US$2.80 to _?__1 = US$2.40.	8623	1967 November 18
41	"The ""population clock"" of the United States Census Bureau records the U.S. population at 200 million people at 11:03 a.m. Washington, D.C. time."	8624	1967 November 20
23	"Vietnam War: United States General William Westmoreland tells news reporters: ""I am absolutely certain that whereas in 1965 the enemy was winning, today he is certainly losing."""	8625	1967 November 21
22	"UN Security Council Resolution 242 is adopted by the UN Security Council, establishing a set of principles aimed at guiding negotiations for an Arab???_?_?Israeli peace settlement."	8626	1967 November 22
43	"Australian Senate election, 1967: The Liberal/Country Coalition Government led by Prime Minister Harold Holt lost two seats, while the Labor Party led by Gough Whitlam failed to make any gains. The Democratic Labor Party won the two seats from the Liberals and gained the sole balance of power in the Senate."	8627	1967 November 25
6	"Major floods hit Lisbon, Portugal, killing 462."	8628	1967 November 26
26	"The Beatles release Magical Mystery Tour in the U.S. as a full album. The songs added to the original six songs on the double EP include ""All You Need Is Love"", ""Penny Lane"", ""Strawberry Fields Forever"", ""Baby, You're a Rich Man"" and ""Hello, Goodbye"". Release as a double EP will not take place in the UK until December."	8629	1967 November 27
19	"The first pulsar to be discovered by Earth observers is found in the constellation of Vulpecula by astronomers Jocelyn Bell Burnell and Antony Hewish, and is given the name PSR B1919+21."	8630	1967 November 28
35	"Vietnam War: U.S. Secretary of Defense Robert McNamara announces his resignation to become president of the World Bank. McNamara's resignation follows U.S. President Lyndon B. Johnson's outright rejection of McNamara's early November recommendations to freeze troop levels, stop the bombing of North Vietnam, and hand over ground fighting to South Vietnam."	8631	1967 November 29
35	"Zulfikar Ali Bhutto founds the Pakistan People's Party and becomes its first chairman. It has gone on to become one of Pakistan's major political parties (alongside the Pakistan Muslim League) that is broken into many factions, bearing the same name under different leaders, such as the Pakistan's Peoples Party Parliamentarians (PPPP)."	8632	1967 November 30
31	The People's Republic of South Yemen becomes independent of the United Kingdom.	8633	1967 November 30
32	Pro-Soviet communists in the Philippines establish Malayang Pagkakaisa ng Kabataan Pilipino as its new youth wing.	8634	1967 November 30
35	"U.S. Senator Eugene McCarthy announces his candidacy for the Democratic Party presidential nomination, challenging incumbent President Lyndon B. Johnson over the Vietnam War."	8635	1967 November 30
26	The Jimi Hendrix Experience releases Axis: Bold as Love.	8636	1967 December 1
38	The RMS Queen Mary is retired. Her place is taken by the RMS Queen Elizabeth 2.	8637	1967 December 1
19	"Christiaan Barnard carries out the world's first heart transplant at Groote Schuur Hospital in Cape Town, South Africa."	8638	1967 December 3
7	"At 6:50 PM, a volcano erupts on Deception Island in Antarctica."	8639	1967 December 4
1	Vietnam War: U.S. and South Vietnamese forces engage Viet Cong troops in the Mekong Delta (235 of the 300-strong Viet Cong battalion are killed).	8640	1967 December 4
41	"In New York City, Benjamin Spock and Allen Ginsberg are arrested for protesting against the Vietnam War."	8641	1967 December 5
35	Vice President Jorge Pacheco Areco is sworn in as President of Uruguay after President Oscar Gestido dies in office.	8642	1967 December 6
26	"Magical Mystery Tour is released by The Beatles as a double EP in the UK, while the only psychedelic rock album by The Rolling Stones, Their Satanic Majesties Request, is released in the UK and in the USA."	8643	1967 December 8
35	"Nicolae Ceau___?escu becomes the Chairman of the Romanian State Council, making him the de facto leader of Romania."	8644	1967 December 9
41	"Jim Morrison is arrested on stage in New Haven, Connecticut for attempting to spark a riot in the audience during a concert."	8645	1967 December 9
19	"Supersonic airliner Concorde is unveiled in Toulouse, France."	8646	1967 December 11
26	"Guess Who's Coming to Dinner, one of the seminal race relations films of the 1960s, is released to theaters."	8647	1967 December 12
35	King Constantine II of Greece flees the country when his coup attempt fails.	8648	1967 December 13
20	"The Silver Bridge over the Ohio River in Point Pleasant, West Virginia, collapses, killing 46 people."	8649	1967 December 15
35	"Harold Holt, 17th Prime Minister of Australia, disappears when swimming at Cheviot Beach, 60 km from Melbourne. He was briefly replaced as Prime Minister by John McEwen, until the Liberal Party elected Minister for Education and Science John Gorton as leader."	8650	1967 December 17
19	Professor John Archibald Wheeler coined the astronomical term black hole.	8651	1967 December 19
26	The Beatles' film Magical Mystery Tour receives its world premi_?Όre on BBC Television in the UK.	8652	1967 December 26
26	"The Green Bay Packers become the first team in the modern era to win their third consecutive NFL Championship, 21-17 over the Dallas Cowboys in what became known as ""The Ice Bowl""."	8653	1967 December 31
20	Motorcycle daredevil Evel Knievel attempts to jump 141 feet over the Caesars Palace Fountains on the Las Vegas Strip. Knievel crashes on landing and the accident is caught on film.	8654	1967 December 31
35	Prague Spring: Alexander Dub_?_?ek is chosen as leader of the Communist Party of Czechoslovakia.	8655	1968 January 5
35	British Prime Minister Harold Wilson endorses the I'm Backing Britain campaign for working an additional half-hour each day without pay.	8656	1968 January 8
35	"John Gorton is sworn in as the 19th Prime Minister of Australia, taking over from John McEwen after being elected leader of the Liberal Party the previous day, following the disappearance of Harold Holt. Gorton became the first and so far only Senator to become Prime Minister; though he immediately transferred to the House of Representatives through a by-election in Holt's vacant seat of Higgins."	8657	1968 January 10
26	The Green Bay Packers defeat the Oakland Raiders by the score of 33-14 in Super Bowl II at the Miami Orange Bowl.	8658	1968 January 14
7	"An earthquake in Sicily kills 380 and injures around 1,000."	8659	1968 January 15
13	Lyndon B. Johnson requests a bill ending the gold convertibility of the U.S. dollar.	8660	1968 January 17
1	"Vietnam War ???_?_? Battle of Khe Sanh: One of the most publicized and controversial battles of the war begins, ending on April 8."	8661	1968 January 21
20	"A U.S. B-52 Stratofortress crashes in Greenland, discharging 4 nuclear bombs."	8662	1968 January 21
27	Rowan & Martin's Laugh-In debuts on NBC.	8663	1968 January 22
18	"North Korea seizes the USS Pueblo, claiming the ship violated its territorial waters while spying."	8664	1968 January 23
20	"The French submarine Minerve sinks in the Mediterranean Sea, killing 52."	8665	1968 January 28
1	"Vietnam War: The Tet Offensive begins, as Viet Cong forces launch a series of surprise attacks across South Vietnam."	8666	1968 January 30
1	"Vi???_?_?t C???_?_?ng soldiers attack the US Embassy, Saigon."	8667	1968 January 31
31	Nauru president Hammer DeRoburt declares independence from Australia.	8668	1968 January 31
41	"Vietnam War: A Viet Cong officer named Nguy???_?_?n V_?_?n L_?Ωm is executed by Nguy???_?_?n Ng???_?_?c Loan, a South Vietnamese National Police Chief. The event is photographed by Eddie Adams. The photo makes headlines around the world, eventually winning the 1969 Pulitzer Prize, and sways U.S. public opinion against the war."	8669	1968 February 1
29	"The Pennsylvania Railroad and the New York Central Railroad merge to form Penn Central, the largest ever corporate merger up to this date."	8670	1968 February 1
25	"The 1968 Winter Olympics are held in Grenoble, France."	8671	1968 February 6???_?_?February 18
2	"American civil rights movement: A civil rights protest staged at a white-only bowling alley in Orangeburg, South Carolina is broken up by highway patrolmen; 3 college students are killed."	8672	1968 February 8
1	Border clashes take place between Israel and Jordan.	8673	1968 February 11
34	Madison Square Garden in New York City opens at its current location.	8674	1968 February 11
3	Vietnam War: Phong Nh???_?_? and Phong Nh?????Еt massacre.	8675	1968 February 12
2	Civil rights disturbances occur at the University of Wisconsin???_?_?Madison and the University of North Carolina at Chapel Hill.	8676	1968 February 13
34	Administrative reforms in Romania divide the country into 39 counties.	8677	1968 February 17
2	"The Florida Education Association (FEA) initiates a mass resignation of teachers to protest state funding of education. This is, in effect, the first statewide teachers' strike in the United States."	8678	1968 February 19
26	NET televises the very first episode of Mister Rogers' Neighborhood.	8679	1968 February 19
41	Vietnam War: The Tet Offensive is halted; South Vietnam recaptures Hu?????_?.	8680	1968 February 24
3	Vietnam War: H_?__ My massacre.	8681	1968 February 25
29	Baggeridge Colliery closes marking the end of over 300 years of coal mining in the Black Country of England.	8682	1968 March 2
11	"Un-recognized Rhodesia executes 3 black citizens, the first executions since UDI, prompting international condemnation."	8683	1968 March 6
1	Vietnam War: The First Battle of Saigon ends.	8684	1968 March 7
2	The first student protests spark the 1968 Polish political crisis.	8685	1968 March 8
20	"The Soviet ballistic missile submarine K-129 sinks with all 98 crew members, about 90 nautical miles (104 miles or 167 km) southwest of Hawaii."	8686	1968 March 8
1	"Vietnam War: Battle of Lima Site 85, the largest single ground combat loss of United States Air Force members (12) during the (at this time) secret war later known as the Laotian Civil War."	8687	1968 March 10???_?_?11
14	U.S. President Lyndon B. Johnson mandates that all computers purchased by the federal government support the ASCII character encoding.	8688	1968 March 11
31	Mauritius achieves independence from British rule.	8689	1968 March 12
43	"U.S. President Lyndon B. Johnson barely edges out antiwar candidate Eugene McCarthy in the New Hampshire Democratic primary, a vote which highlights the deep divisions in the country, and the party, over Vietnam."	8690	1968 March 12
40	"The first Rotaract club is chartered in North Charlotte, North Carolina."	8691	1968 March 13
20	"Nerve gas leaks from the U.S. Army Dugway Proving Ground near Skull Valley, Utah."	8692	1968 March 14
35	British Foreign Secretary George Brown resigns.	8693	1968 March 15
3	Vietnam War ???_?_? My Lai Massacre: American troops kill scores of civilians. The story will first become public in November 1969 and will help undermine public support for the U.S. efforts in Vietnam.	8694	1968 March 16
35	U.S. Senator Robert F. Kennedy enters the race for the Democratic Party presidential nomination.	8695	1968 March 16
2	"A demonstration in London's Grosvenor Square against U.S. involvement in the Vietnam War leads to violence; 91 people are injured, 200 demonstrators arrested."	8696	1968 March 17
13	Gold standard: The United States Congress repeals the requirement for a gold reserve to back U.S. currency.	8697	1968 March 18
2	"Afrocentrism, Black Power, Vietnam War: Students at Howard University in Washington, D.C., signal a new era of militant student activism on college campuses in the U.S. Students stage rallies, protests and a 5-day sit-in, laying siege to the administration building, shutting down the university in protest over its ROTC program and the Vietnam War, and demanding a more Afrocentric curriculum."	8698	1968 March 19???_?_?March 23
2	"Daniel Cohn-Bendit (""Danny the Red"") and 7 other students occupy the administrative offices of the University of Nanterre, setting in motion a chain of events that lead France to the brink of revolution in May."	8699	1968 March 22
20	"Aer Lingus Flight 712 crashes en route from Cork to London near Tuskar Rock, Wexford, killing 61 passengers and crew."	8700	1968 March 24
26	Joan Baez marries activist David Harris in New York.	8701	1968 March 26
2	Brazilian high school student Edson Lu_?_s de Lima Souto is shot by the police in a protest for cheaper meals at a restaurant for low-income students. The aftermath of his death is one of the first major events against the military dictatorship.	8702	1968 March 28
20	Bombs explode at midnight in two department stores in Frankfurt-am-Main; Andreas Baader and Gudrun Ensslin are later arrested and sentenced for arson.	8703	1968 April 2
26	"The film 2001: A Space Odyssey premieres in Washington, D.C."	8704	1968 April 2
26	The American movie Planet of the Apes is released in theaters.	8705	1968 April 3
35	"Martin Luther King Jr. is shot dead at the Lorraine Motel in Memphis, Tennessee. Riots erupt in major American cities, lasting for several days afterwards."	8706	1968 April 4
41	"Apollo program: Apollo-Saturn mission 502 (Apollo 6) is launched, as the second and last unmanned test-flight of the Saturn V launch vehicle."	8707	1968 April 4
26	"AEK Athens wins the FIBA European Cup Winners Cup Final against Slavia Prague, in front of a record attendance of 80,000 spectators. It was the first major European trophy won at club level of every sport in Greece."	8708	1968 April 4
26	"La, la, la by Massiel (music and lyrics by Manuel de la Calva and Ram_?_n Arcusa) wins the Eurovision Song Contest 1968 for Spain, at the Royal Albert Hall in London."	8709	1968 April 6
2	"A shootout between Black Panthers and Oakland police results in several arrests and deaths, including 17-year-old Panther Bobby Hutton."	8710	1968 April 6
20	"A double explosion in downtown Richmond, Indiana kills 41 and injures 150."	8711	1968 April 6
26	Racing driver Jim Clark is killed in a Formula 2 race at Hockenheim.	8712	1968 April 7
42	The Bureau of Narcotics and Dangerous Drugs (under Department of Justice) (BNDD) is created.	8713	1968 April 8
20	"The ferry TEV Wahine strikes a reef at the mouth of Wellington Harbour, New Zealand, with the loss of 53 lives, in Cyclone Giselle, which created the windiest conditions ever recorded in New Zealand."	8714	1968 April 10
